FoodGroup,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg
Animal source,109,22.2,1.63,0,0,0,8,0.55,0.39,0,0.22,4,10.217,0.089,0.066,11,0.038,0.89,25,0.017,223,17.8,0.66
Animal source,153,27.13,4.07,0,0,0,8,0.54,0.31,0,0.27,3,10.469,0.093,0.061,13,0.042,1.08,23,0.015,217,25.8,0.78
Animal source,113,18.74,3.61,0,0,0,18,0.32,0.34,0,0.21,9,5.878,0.173,0.072,9,0.059,1.15,21,0.02,178,13.5,1.65
Animal source,178,23.25,8.75,0,0,0,16,0.31,0.27,0,0,7,5.736,0.192,0.063,11,0.07,1.33,20,0.019,171,19.6,2.13
Animal source,251,17.48,19.52,0.19,0,0,331,0.35,1.26,3.1,0,37,6.383,0.251,0.111,10,0.092,1.51,20,0.031,173,12.5,1.37
Animal source,214,24.88,11.91,0,0,0,182,0.234,0.95,1,0.28,25,5.677,0.221,0.054,13,0.079,1.64,19,0.034,151,21.4,1.96
Animal source,258,17.55,20.33,0,0,0,52,0.33,0.32,0,0.33,6,6.262,0.167,0.114,10,0.074,1.04,20,0.019,172,14.4,1.19
Animal source,285,26.88,18.87,0,0,0,39,0.25,0.23,0,0,5,5.798,0.235,0.094,13,0.1,1.37,20,0.021,180,19.7,1.77
Animal source,148,21.26,6.32,0,0,0,32,0.44,0.38,3.3,0.24,7,7.477,0.207,0.149,10,0.089,1.09,24,0.019,209,15.7,1.4
Animal source,237,30.42,11.89,0,0,0,34,0.31,0.26,0,0.3,6,6.408,0.277,0.112,13,0.116,1.43,22,0.022,204,25.2,2.06
Animal source,168,17.89,9.21,2.13,0,0,3152,0.52,10.83,11.4,0,350,8.53,1.106,0.097,10,0.275,5.93,18,0.151,198,56.1,3.01
Animal source,194,25.73,9.3,0.11,0,0,2864,0.41,9.48,5.5,0,367,4.971,1.047,0.09,13,0.299,6.44,20,0.177,223,90.4,4.28
Animal source,137,23.1,4.21,0,0,0,21,0.57,0.4,1.8,0.23,4,9.915,0.123,0.132,11,0.067,0.92,26,0.018,231,17.8,0.6
Animal source,213,33.04,7.98,0,0,0,22,0.39,0.27,0,0,4,8.538,0.196,0.094,14,0.085,1.19,23,0.02,225,28.7,0.83
Animal source,157,19.7,8.12,0,0,0,41,0.34,0.37,4.6,0.24,10,5.405,0.279,0.163,10,0.107,1.22,23,0.021,190,13.5,2.08
Animal source,258,28.14,15.28,0,0,0,44,0.24,0.25,0,0,8,4.556,0.347,0.128,12,0.144,1.64,22,0.023,187,21.8,3.12
Animal source,232,18.51,16.9,0.08,0,0,272,0.36,1.01,2.6,0,27,7.074,0.183,0.065,11,0.063,1.41,21,0.028,181,12.2,1.32
Animal source,226,28.35,11.67,0.04,0,0,220,0.41,0.36,0.4,0,26,8.415,0.219,0.07,15,0.081,1.79,23,0.031,239,19.3,1.94
Animal source,234,18.77,17.07,0,0,0,37,0.36,0.34,1.7,0.32,6,7.273,0.127,0.064,11,0.05,1.09,21,0.02,183,14.6,1.17
Animal source,229,28.96,11.65,0,0,0,0,0.43,0.33,0,0,6,8.947,0.17,0.07,14,0.069,1.49,24,0.021,246,21.6,1.74
Animal source,130,18.28,5.18,1.42,0,0,4374,0.47,12.95,18.4,0,394,6.984,1.119,0.097,10,0.268,6.25,18,0.163,207,55.3,3.38
Animal source,164,26.39,5.4,0.76,0,0,3984,0.38,1.14,9,0,414,4.12,1.061,0.095,13,0.294,6.8,20,0.192,235,95,4.67
Animal source,404,11.49,39.34,0,0,0,50,0.19,0.25,2.8,0.7,13,3.934,0.21,0.197,11,0.236,2.4,15,0.017,139,12.4,1.36
Animal source,337,18.99,28.35,0,0,0,63,0.18,0.3,0,0.7,6,4.825,0.269,0.174,11,0.227,2.7,16,0.019,156,20,1.86
Animal source,135,18.28,5.95,0.94,0,0,24,0.34,0.4,5.8,0.7,25,5.3,0.45,0.36,11,0.253,2.4,19,0.019,203,13.9,1.9
Animal source,201,23.48,11.2,0,0,0,23,0.25,0.4,0,0.7,10,5.1,0.47,0.26,12,0.231,2.7,20,0.019,203,22.4,2.6
Animal source,136,18.74,4.64,3.53,0,0,11984,0.76,54,4.5,0,738,6.5,0.892,0.562,11,5.962,30.53,24,0.258,269,67,3.07
Animal source,211,17.42,15.2,0,0,0,26,0.53,0.65,5.2,0,21,3.317,0.269,0.351,5,0.312,4.16,20,0.019,168,12.8,0.77
Animal source,123,19.85,4.25,0,0,0,16,0.63,0.76,6.2,0,25,3.444,0.31,0.416,3,0.33,4.51,22,0.019,186,13.9,0.74
Animal source,371,15.86,33.62,0,0,0,17,0.39,0.34,4.2,0,4,3.608,0.245,0.085,12,0.27,2.5,18,0.02,234,14.4,1.72
Animal source,305,25.16,21.92,0,0,0,21,0.37,0.41,0,1.74,2,4.168,0.323,0.077,13,0.264,2.83,22,0.023,270,21.8,2.62
Animal source,161,22.75,7.13,0,0,0,12,0.64,0.49,7.2,0,31,4.278,0.377,0.129,13,0.306,2.57,24,0.024,312,16.8,2.34
Animal source,238,28.97,12.67,0,0,0,12,0.47,0.49,0,0,12,4.081,0.39,0.092,14,0.276,2.87,25,0.024,309,25.5,3.17
Animal source,133,16.37,4.28,6.32,0,0,9309,0.76,54,4.5,0,738,6.5,0.892,0.562,43,7.522,30.53,24,0,261,68.1,3.07
Animal source,158,23.4,6.45,0,0,0,28,0.38,0.34,1.3,0,5,7.667,0.102,0.059,11,0.043,0.84,22,0.018,153,16.3,1.13
Animal source,110,20.64,2.47,0,0,0,12,0.47,0.37,1.7,0,6,8.782,0.112,0.067,11,0.044,0.77,24,0.018,169,17.5,1.2
Animal source,181,22.7,9.29,0,0,0,53,0.66,0.77,5.3,0,6,6.426,0.143,0.072,12,0.065,1.15,20,0.017,214,15.7,0.96
Animal source,133,23.57,3.64,0,0,0,50,0.74,0.84,6,0,6,6.759,0.153,0.077,13,0.069,1.15,20,0.016,230,16.2,0.97
Animal source,133,24.37,3.25,0,0,0,44,0.74,0.84,6,0,4,8.554,0.119,0.081,3,0.046,0.79,21,0.015,200,16.7,0.63
Animal source,134,22.2,4.3,0,0,0,59,0.74,0.84,6,0,10,3.7,0.21,0.07,29,0.108,1.78,20,0.02,280,15.3,1.53
Animal source,192,19.63,12.05,0,0,0,73,0.6,0.43,6.1,0,8,7.538,0.26,0.244,13,0.507,3.97,23,0.019,275,16.6,2.42
Animal source,134,21.76,4.53,0,0,0,17,0.53,0.47,7.2,0,7,8.2,0.285,0.283,13,0.594,4.51,25,0.019,307,17.4,2.7
Animal source,123,22.59,2.99,0,0,0,11,0.53,0.47,5.1,0,4,8.2,0.243,0.24,10,0.433,2.31,28,0.018,228,18.8,2.7
Animal source,294,18.47,23.8,0,0,0,73,0.41,0.4,5.2,0,6,6.046,0.224,0.212,12,0.437,3.54,22,0.019,248,13.3,2.2
Animal source,142,17.5,7.5,0,0,0,28,0.53,0.47,7.2,0,7,6.86,0.285,0.283,13,0.594,4.51,25,0.019,307,13.5,2.7
Animal source,134,21.76,4.52,0,0,0,17,0.53,0.47,5.1,0,4,7.322,0.243,0.24,10,0.433,2.31,28,0.018,228,15.5,2.7
Animal source,143,21.64,5.64,0.13,0.07,0,17,0.599,1.22,0,0.09,7,7.631,0.185,0.048,11,0.077,0.86,25,0.012,183,21.3,1.78
Animal source,189,28.55,7.39,0.06,0,0,12,0.616,1.02,0,0.07,9,9.573,0.281,0.045,14,0.093,1.09,30,0.014,223,29.8,2.48
Animal source,112,22.64,1.93,0.14,0.07,0,9,0.652,1.24,0,0.09,7,8.1,0.192,0.05,11,0.079,0.86,27,0.012,190,22.6,1.84
Animal source,159,29.06,3.84,0,0,0,4,0.643,0.94,0,0.06,9,9.5,0.28,0.047,13,0.091,1.03,29,0.014,222,30.7,2.51
Animal source,407,12.96,38.93,0.06,0.1,0,85,0.166,0.88,0,0.09,4,3.905,0.11,0.021,13,0.053,0.85,11,0.012,120,10.1,1.1
Animal source,459,23.94,39.31,0.57,0,0,79,0.375,1.71,0,0.15,8,10.235,0.29,0.029,21,0.11,1.63,33,0.017,233,21.1,2.14
Animal source,124,18.18,5.09,0.07,0,0,3939,0.654,13.06,0,0.25,331,8.694,1.393,0.149,18,0.577,5.92,22,0.19,223,49.3,3.23
Animal source,173,26.44,6.61,0,0,0,4619,0.546,15.89,0,0.13,303,8.647,1.543,0.171,18,0.692,3.39,25,0.202,249,71.1,4.29
Animal source,111,18.8,3.37,0,0,0,46,0.198,3.61,6.2,0.22,6,6.233,0.327,0.061,16,0.22,2.78,19,0.085,164,28.8,3.03
Animal source,155,26.45,4.64,0,0,0,11,0.175,3.91,6.3,0.11,13,6.45,0.357,0.057,17,0.274,3.68,21,0.098,187,44.1,3.92
Animal source,140,16.7,7.44,0.4,0,0,82,0.479,13.3,3,0.31,0,6.44,1.13,0.165,18,0.488,3.7,21,0.102,183,35.4,3.21
Animal source,174,24.88,7.52,0,0,0,16,0.608,13.9,0,0.13,8,7.76,1.54,0.236,21,0.825,6.96,28,0.121,241,56.8,4.6
Animal source,128,18.26,5.5,0,0,0,8058,1.04,19.73,24.5,0.24,677,11.233,2.247,0.206,20,0.863,8.94,24,0.296,279,68.7,3.37
Animal source,189,27,8.18,0,0,0,10751,0.882,28.17,22.6,0.15,691,11.09,2.687,0.256,19,1.046,1.79,26,0.331,312,102.3,4.53
Animal source,125,16.51,6.04,0,0,0,13,0.364,1.76,0,0.12,5,4.924,0.211,0.051,24,0.142,1.01,15,0.056,160,28.6,3.39
Animal source,162,22.48,7.36,0,0,0,0,0.375,1.42,0,0.64,7,5.88,0.288,0.048,58,0.158,1.18,18,0.053,182,36.2,4.03
Animal source,161,21.96,7.43,0.13,0.06,0,19,0.711,0.67,0,0.07,7,8.968,0.139,0.038,11,0.067,0.75,25,0.011,188,20.7,1.25
Animal source,177,29.55,5.57,0.05,0,0,10,0.767,0.5,0,0.07,9,11.608,0.213,0.035,11,0.068,0.8,32,0.012,230,29.3,1.76
Animal source,161,19.81,8.97,0.13,0.1,0,26,0.391,1.84,0,0.11,6,5.378,0.229,0.055,11,0.085,1,22,0.014,166,20.2,2.32
Animal source,206,27.27,9.95,0.07,0,0,14,0.43,1.66,0,0.08,9,7.103,0.365,0.057,17,0.125,1.45,27,0.017,215,30.2,3.35
Animal source,114,23.66,1.48,0.14,0.05,0,6,0.813,0.63,0,0.06,7,9.924,0.145,0.042,11,0.07,0.73,28,0.011,201,22.7,1.28
Animal source,147,30.13,2.08,0,0,0,3,0.807,0.37,0,0.06,10,11.75,0.205,0.035,9,0.063,0.71,32,0.011,230,30.2,1.72
Animal source,108,21.28,2.5,0.1,0.1,0,13,0.44,2.05,0,0.12,7,5.696,0.255,0.062,11,0.092,1.04,25,0.014,176,22.4,2.59
Animal source,173,27.71,6.04,0,0,0,5,0.438,1.65,0,0.07,9,6.685,0.375,0.06,17,0.127,1.43,27,0.016,212,31.4,3.51
Animal source,244,26.59,14.38,0.16,0,0,0,0.3,0.34,0,0.59,8,3.446,0.224,0.054,33,0.142,2.19,22,0.023,189,37.8,3.92
Animal source,157,21.89,7.02,0,0,0,2,0.48,0.42,0,0,7,5.2,0.115,0.058,13,0.074,1.2,24,0.018,186,22.4,1.57
Animal source,189,28.71,7.41,0,0,0,0,0.48,0.36,0,0,6,6.365,0.131,0.057,21,0.047,1.4,27,0.02,210,29.1,2.03
Animal source,144,19.54,6.72,0,0,0,1,0.34,0.39,0,0,10,2.947,0.211,0.077,17,0.142,1.72,21,0.022,177,26.4,3.09
Animal source,208,27.87,9.82,0,0,0,0,0.33,0.36,0,0.62,9,3.561,0.241,0.06,32,0.154,2.3,23,0.023,199,37.8,4.27
Animal source,197,20.22,12.32,0,0,0,3,0.41,0.39,0,0,7,4.425,0.11,0.05,14,0.077,1.26,21,0.017,165,22.4,1.54
Animal source,229,27.38,12.43,0,0,0,0,0.42,0.34,0,0.17,6,5.732,0.134,0.05,24,0.056,1.46,25,0.02,197,29.9,2.1
Animal source,172,28.26,5.72,0,0,0,0,0.42,0.37,0,0.35,7,4.922,0.183,0.043,22,0.146,1.95,25,0.024,198,33.8,2.89
Animal source,113,21.28,2.5,0.15,0.1,0,13,0.44,2.05,0,0.12,0,5.696,0.255,0.062,11,0.092,1.04,25,0.014,176,22.4,2.59
Animal source,173,27.71,6.04,0,0,0,5,0.438,1.65,0,0.07,9,6.685,0.375,0.06,17,0.127,1.43,27,0.016,212,31.4,3.51
Animal source,114,23.66,1.48,0.14,0.05,0,6,0.813,0.63,0,0.06,7,9.924,0.145,0.042,11,0.07,0.73,28,0.011,201,22.7,1.28
Animal source,147,30.13,2.08,0,0,0,3,0.807,0.39,0,0.06,9,11.75,0.205,0.035,9,0.063,0.71,32,0.011,230,30.2,1.72
Animal source,114,23.66,1.48,0.14,0.05,0,6,0.813,0.63,0,0.06,7,9.924,0.145,0.042,11,0.07,0.73,28,0.011,201,22.7,1.28
Animal source,147,30.13,2.08,0,0,0,3,0.807,0.81,0,0.06,10,11.75,0.205,0.035,9,0.063,0.71,32,0.011,230,30.2,1.72
Animal source,482,19.03,44.45,0,0,0,0,0.07,0.24,0,0,4,2.801,0.133,0.021,32,0.078,1.82,15,0.022,133,144.1,2.06
Animal source,165,21.77,7.95,0,0,0,34,0.35,0.29,2,0.26,4,6.329,0.129,0.015,14,0.046,1.58,12,0.015,111,15.8,1.41
Animal source,462,11.4,43.84,4.67,0,0,1001,0.06,9.4,2,0,60,2.51,0.299,0.088,70,0.4,5.5,13,0.12,200,44,0.92
Animal source,169,23.68,6.86,1.47,0,0,0,0.33,0.28,2,0.27,6,6.622,0.171,0.014,12,0.074,1.86,20,0.017,162,25.9,2.37
Animal source,138,18.7,6,1,0,0,0,0.28,0.24,0,0,5,4.8,0.11,0.04,1,0.063,1.8,17,0.013,240,26.1,2.02
Animal source,67,5.88,2.63,4.61,0,0,13,0.1,0.24,0,0,4,1.799,0.127,0.024,14,0.022,0.93,8,0.005,81,19.2,0.7
Animal source,283,14,18,15.7,0.32,0.5,10,0.197,0.23,0,0.93,61,2.3,0.19,0.1,14,0.093,2.2,15,0.077,270,22.1,1.44
Animal source,126,22.16,3.46,0,0,0,0,0.32,0.32,0,0,5,9.067,0.133,0.053,9,0.041,0.66,21,0.015,214,25.7,1.53
Animal source,157,18.8,8.54,0,0,0,0,0.23,0.24,0,0,6,2.409,0.255,0.083,8,0.139,1.51,17,0.015,171,27.9,4.12
Animal source,120,17.6,2.2,6.4,0,0,0,0.38,0.35,0,0,7,4.4,0.12,0.04,1,0.088,2.1,20,0.017,158,26.5,1.91
Animal source,155,21.32,5.78,3.07,0,0,0,0.27,1.52,0,0.38,5,6.271,0.163,0.047,5,0.06,1.63,22,0.015,244,36.5,2.54
Animal source,279,14.2,16.9,17,0,0,12,0.2,0.23,0,0,43,2.1,0.18,0.1,14,0.073,2.2,15,0.083,234,20.7,1.46
Animal source,272,11.39,24.73,0,0,0,74,0.19,0.25,1.5,0,6,4.63,0.129,0.05,138,0.065,1.57,12,0.019,132,10.7,1.29
Animal source,199,13.79,15.48,0,0,0,32,0.32,0.35,3,0,9,6.246,0.175,0.071,123,0.069,1.73,13,0.02,154,14.4,1.82
Animal source,243,14.72,19.98,0,0,0,45,0.28,0.27,2,0,5,5.254,0.14,0.096,187,0.065,1.22,12,0.019,132,15.7,1.9
Animal source,201,13.29,15.96,0,0,0,0,0.21,0.26,0,0,7,1.969,0.134,0.048,145,0.093,1.61,13,0.015,115,26.5,2.9
Animal source,148,19.66,7.66,0,0,0,20,0.564,1,0,0.09,7,6.733,0.156,0.066,19,0.096,1.09,23,0.008,200,21.9,2.35
Animal source,203,27.37,10.4,0,0,0,24,0.633,1.34,0,0.11,7,8.724,0.211,0.077,28,0.151,1.52,30,0.011,254,31.1,3.11
Animal source,200,17.15,14.02,0,0,0,32,0.295,0.33,0.5,0.28,3,5.675,0.17,0.073,11,0.049,0.78,18,0.016,140,11.8,1.15
Animal source,259,22.27,18.21,0,0,0,32,0.307,0.28,0.5,0.36,2,5.897,0.199,0.067,13,0.061,0.91,18,0.015,146,15.5,1.49
Animal source,116,20.04,3.33,0,0,0,22,0.385,0.4,0.6,0.21,3,6.744,0.216,0.092,12,0.053,0.74,21,0.017,160,15.8,1.31
Animal source,134,23.3,3.87,0,0,0,20,0.358,0.3,0.6,0.24,2,6.273,0.227,0.075,13,0.059,0.77,19,0.015,149,20.8,1.53
Animal source,185,25.3,8.1,0.9,0,0,53,0.19,1,0,0.32,2,2.4,0.1,0,14,0.05,1.3,19,0,153,18.4,2.5
Animal source,211,19.67,12.67,3.34,2.04,0.6,17,0.142,0.4,0,0.36,10,5.5,0.242,0.074,28,0.039,2.41,20,0,205,33.2,1.14
Animal source,248,25.34,13.9,3.84,2.1,0.9,20,0.21,0.48,0.5,0.38,12,7.1,0.296,0.081,38,0.049,2.74,27,0,272,41.7,1.55
Animal source,108,20.32,3,0,0,0,11,0.761,0.19,0,0.19,8,7.583,0.127,0.068,5,0.029,0.34,25,0.011,198,26.4,0.63
Animal source,202,24.5,10.85,0,0,0,0,0,0,2.8,0,0,7.855,0,0,8,0,3.26,0,0,0,26.4,0
Animal source,140,27.6,2.5,0,0,0,0,0,0,3.2,0,0,10.35,0,0,9,0,4.49,0,0,0,29,0
Animal source,217,26.75,11.4,0,0,0,0,0,0,1.5,0,0,5.77,0,0,10,0,2.08,0,0,0,21.8,0
Animal source,178,29.1,5.96,0,0,0,0,0,0,2.3,0,0,5.33,0,0,10,0,2.33,0,0,0,21.6,0
Animal source,172,27.71,6.76,0,0,0,10,0.184,0.47,0,0.54,9,5.745,0.229,0.065,20,0.089,1.05,23,0,248,27.4,2.86
Animal source,242,22.24,14.87,3.36,1.94,0.5,21,0.183,0.55,0,0.44,10,6.03,0.26,0.117,28,0,1.97,21,0,233,34.2,1.3
Animal source,292,14.33,20.04,13.61,0,1.2,11,0.155,0.23,0,1.18,5,6.63,0.054,0.073,20,0.207,0.93,25,0.254,196,21.4,0.94
Animal source,287,14.85,19.58,12.84,0,0.3,0,0.183,0.29,0,1.28,7,4.764,0.072,0.083,19,0.09,0.95,24,0.26,208,23.3,1.05
Animal source,252,16.35,12.89,17.56,0,0,0,0.037,0.44,0,0.37,12,6.514,0.098,0.324,14,0.316,1,26,0.235,216,30.6,0.77
Animal source,143,17.44,8.1,0.04,0,0,0,0.512,0.56,0,0.27,1,5.575,0.241,0.109,6,0.065,0.82,21,0.016,178,10.2,1.47
Animal source,189,23.28,10.92,0,0,0,0,0.538,0.51,0,0.39,2,7.107,0.302,0.121,8,0.062,0.93,28,0.016,234,14.3,1.92
Animal source,193,24.09,10.74,0,0,0,13,0.176,0.45,0,0.48,8,5.441,0.234,0.055,13,0.084,0.97,21,0,216,23.1,2
Animal source,215,19.4,14.6,0.2,0,0,30,0.01,0.47,0,0.27,86,0.4,0.2,0.06,88,0.102,0.91,5,0,83,3.6,0.69
Animal source,162,27.52,5.72,0,0,0,12,0.266,0.23,0,0.27,6,6.505,0.171,0.051,12,0.061,1.16,22,0.019,156,24.5,1.94
Animal source,129,22.02,4.58,0,0,0,10,0.213,0.18,0,0.21,5,5.204,0.137,0.041,10,0.051,0.93,18,0.015,125,19.6,1.55
Animal source,133,22.41,4.69,0.23,0.03,0,10,0.215,0.2,0,0.21,5,5.471,0.143,0.041,10,0.059,0.97,18,0.015,131,19.6,1.57
Animal source,184,28.34,7.79,0.54,0.53,0,11,0.184,0.39,0,0.37,7,7.676,0.138,0.092,32,0.066,0.97,24,0,264,51.1,2.05
Animal source,205,25.34,11.54,0,0,0,17,0.14,0.71,0,0.25,8,6,0.21,0.08,38,0.079,0.97,21,0.024,250,48.3,2.04
Animal source,137,28,2.79,0,0,0,5,0.24,0.27,0,0.33,0,9.233,0.207,0.045,13,0.043,0.45,25,0.009,235,39.1,0.86
Animal source,176,28.74,6.81,0,0,0,10,0.19,0.49,0,0.3,10,5.958,0.237,0.067,21,0.092,1.09,24,0.023,257,38.2,2.96
Animal source,406,17.66,37.24,0.11,0.11,0,56,0.138,0.59,0,0.36,11,5.737,0.121,0.036,25,0.045,0.98,26,0.029,248,18.5,1.03
Animal source,196,24.06,11.09,0,0,0,13,0.176,0.45,0,0.25,12,5.433,0.233,0.055,13,0.084,0.97,21,0.018,217,27,2.01
Animal source,197,27.69,9.53,0,0,0,11,0.18,0.38,0,0.28,7,7.5,0.135,0.09,32,0.066,0.97,24,0.023,264,51.1,2.05
Animal source,260,23.23,18.59,0.03,0.03,0,28,0.139,0.68,0,0.28,9,5.928,0.185,0.068,35,0.069,0.97,23,0.026,249,40.1,1.77
Animal source,184,27.48,8.18,0.02,0.02,0,12,0.299,0.32,0,0.2,11,9.397,0.133,0.078,15,0.043,0.55,26,0.017,255,30.6,0.92
Animal source,215,26.86,11.98,0.02,0.02,0,18,0.181,0.51,0,0.31,11,5.921,0.218,0.062,21,0.084,1.07,25,0.024,255,34.8,2.63
Animal source,233,22.93,15.7,0.02,0.02,0,21,0.169,0.47,0,0.27,12,5.487,0.213,0.052,15,0.077,0.97,22,0.02,222,25.5,1.84
Animal source,266,24.34,18.77,0.04,0.04,0,26,0.166,0.45,0,0.3,8,6.912,0.13,0.072,29,0.059,0.97,24,0.025,258,40.2,1.71
Animal source,135,18.56,5.73,2.23,0,0,0,0.387,0.54,0,0.22,4,4.779,0.213,0.1,13,0.03,0.99,22,0.066,277,16.7,1.37
Animal source,148,16.8,7.58,3.03,0,0,0,0.3,2.17,0,0.25,25,2.982,0.334,0.078,69,0.03,1.8,27,0.165,180,17.9,2.52
Animal source,378,15.19,35.15,0.7,0.7,0,51,0.259,0.55,0,0.33,9,7.082,0.199,0.054,34,0.043,0.86,22,0.027,230,16.6,0.76
Animal source,251,20.29,18.86,0.4,0.4,0,24,0.153,0.6,0,0.26,7,5.621,0.185,0.065,33,0.061,0.83,19,0.006,217,35.4,1.51
Animal source,175,26.37,7.67,0.09,0.09,0,11,0.307,0.3,0,0.33,8,9.303,0.139,0.078,16,0.041,0.51,25,0.004,244,22.3,0.86
Animal source,206,25.65,11.46,0.12,0.12,0,17,0.196,0.49,0,0.51,9,5.966,0.224,0.063,22,0.082,1.02,23,0.004,245,25.7,2.52
Animal source,226,22.51,15.08,0.12,0.12,0,20,0.191,0.47,0,0.46,8,5.732,0.227,0.055,16,0.077,0.95,21,0.005,218,22,1.78
Animal source,257,23.42,18.04,0.6,0.6,0,26,0.212,0.45,0,0.12,8,7.454,0.161,0.078,33,0.057,0.93,23,0.01,251,38.2,1.57
Animal source,112,25.94,0.88,0,0,0,5,1.275,2.9,0,0.73,0,11.6,0.28,0.042,5,0.058,0.58,32,0.016,229,0,0.51
Animal source,118,16.3,4,3.1,1.2,0,16,0.06,0.8,0,0,0,4.12,0.27,0.23,7,0,1,16,0,289,38.2,2.1
Animal source,134,22.77,4.03,0,0,0,0,0.642,6.75,0,0.24,13,7.485,0.457,0.27,7,0.199,4.02,24,0.027,222,30.5,3.48
Animal source,163,28.43,4.65,0,0,0,0,0.833,8.52,0,0.24,9,8.925,0.545,0.318,8,0.238,5.01,29,0.03,269,43.5,4.56
Animal source,103,22.5,0.8,0,0,0,0,0.634,6.67,0,0.22,13,7.397,0.451,0.267,3,0.211,4.5,42,0.029,236,32.5,3.5
Animal source,154,31.27,2.3,0,0,0,0,0.916,9.37,0,0.23,9,9.814,0.599,0.35,6,0.232,4.56,30,0.026,272,46.1,3.19
Animal source,102,22.25,0.74,0,0,0,0,0.582,6.12,0,0.22,12,6.786,0.414,0.245,3,0.205,5,31,0.028,229,31.5,3
Animal source,112,22.83,1.64,0,0,0,4,0.643,2.24,0,0.23,13,7.504,0.458,0.36,4,0.211,4.96,40,0.029,236,32.5,3.59
Animal source,168,33.67,2.68,0,0,0,3,0.987,2.2,0,0.26,10,10.569,0.645,0.43,7,0.285,6.89,34,0.036,323,52.1,4.32
Animal source,108,22.22,1.49,0,0,0,5,0.626,2.26,0,0.22,12,7.304,0.446,0.42,4,0.205,5.23,26,0.028,229,31.4,4.33
Animal source,156,32.38,2.01,0,0,0,3,0.949,2.4,0,0.25,10,10.164,0.621,0.41,6,0.272,7.27,33,0.034,307,49.6,5.09
Animal source,103,23.08,0.48,0,0,0,0,0.676,6.92,0,0.17,7,7.245,0.442,0.258,3,0.199,4.5,29,0.025,225,36.3,4.5
Animal source,141,22.81,4.86,0,0,0,0,0.643,6.76,0,0.24,13,7.499,0.458,0.271,4,0.194,5.5,30,0.027,217,29.8,6
Animal source,152,29.07,3.13,0,0,0,0,0.852,8.71,0,0.23,9,9.124,0.557,0.325,9,0.28,5.07,30,0.031,274,43.5,3.42
Animal source,165,20.22,8.7,0,0,0,0,0.475,4.61,0,0.24,7,4.377,0.267,0.182,7,0.128,2.91,20,0.017,199,33,3.51
Animal source,175,26.15,7.07,0,0,0,0,0.501,5.74,0,0.24,14,6.557,0.268,0.213,8,0.136,3.43,23,0.017,224,33.5,4.33
Animal source,117,21.81,2.65,0,0,0,0,0.513,4.97,0,0.2,8,4.722,0.288,0.196,6,0.136,4.38,22,0.017,211,34.9,3.71
Animal source,111,22.39,1.72,0,0,0,0,0.526,5.1,0,0.2,8,4.847,0.295,0.201,5,0.141,2.3,22,0.018,220,36.4,3.87
Animal source,141,29.01,1.94,0,0,0,0,0.555,6.36,0,0.22,16,7.274,0.298,0.237,6,0.148,3.12,25,0.018,244,36.5,4.71
Animal source,127,23.69,2.87,0,0,0,0,0.557,5.4,0,0.21,9,5.129,0.312,0.213,5,0.145,4.2,23,0.019,226,37.5,3.98
Animal source,164,29.37,4.26,0,0,0,0,0.562,6.44,0,0.24,16,7.364,0.301,0.24,5,0.153,4.8,26,0.019,253,37.9,4.9
Animal source,115,22.86,1.96,0,0,0,0,0.537,5.21,0,0.2,8,4.949,0.302,0.205,5,0.142,2.65,23,0.018,221,36.6,3.89
Animal source,120,23.36,2.21,0,0,0,0,0.549,5.33,0,0.21,8,5.058,0.308,0.21,5,0.147,3.69,23,0.019,229,37.9,4.02
Animal source,156,28.55,3.83,0,0,0,0,0.546,6.26,0,0.24,16,7.158,0.293,0.233,5,0.154,4.3,26,0.019,254,38,4.91
Animal source,125,21.55,3.67,0,0,0,0,0.507,4.91,0,0.2,8,4.665,0.284,0.194,6,0.131,3.86,21,0.017,204,33.8,3.59
Animal source,159,28.81,3.97,0,0,0,0,0.551,6.32,0,0.23,16,7.224,0.296,0.235,6,0.18,4.9,29,0.023,281,46.5,4.94
Animal source,116,21.99,2.4,0,0,0,0,0.517,5.01,0,0.2,8,4.761,0.29,0.198,5,0.139,3.54,22,0.018,216,35.8,3.8
Animal source,123,22.07,3.19,0,0,0,0,0.519,5.03,0,0.21,8,4.778,0.291,0.198,6,0.141,4.88,22,0.018,220,36.4,3.87
Animal source,114,21.85,2.3,0,0,0,0,0.514,4.98,0,0.2,8,4.73,0.288,0.196,5,0.137,2.86,22,0.018,213,35.2,3.74
Animal source,145,28.49,2.57,0,0,0,0,0.545,6.25,0,0.23,15,7.143,0.292,0.232,6,0.152,2.79,25,0.019,251,37.5,4.85
Animal source,119,21.67,2.95,0,0,0,0,0.509,4.94,0,0.2,8,4.691,0.286,0.195,6,0.137,3.13,22,0.018,214,35.4,3.76
Animal source,155,28.12,3.87,0,0,0,0,0.538,6.17,0,0.23,15,7.051,0.289,0.229,6,0.148,3.31,25,0.018,245,36.6,4.72
